mature_miRNA,disease,potential_biomarker,miRNA_type,author,journal,title,year,method,description
hsa-miR-17,coronary artery disease,0,circulating,fichtlscherer s et al,circ res. 107(5):677-84.,circulating micrornas in patients with coronary artery disease.,2010,"mirna isolation kit (mirneasy kit, qiagen)|quantitative (q)pcr using taqman microrna assay kits (abi)","circulating levels of mir-126, mir-17, mir-92a, and the inflammation-associated mir-155 were significantly reduced in patients with coronary artery disease compared with healthy controls. Likewise, the smooth muscle-enriched mir-145 was significantly reduced. In contrast, cardiac muscle-enriched micrornas (mir-133a, mir-208a) tend to be higher in patients with coronary artery disease."
hsa-miR-208a,coronary artery disease,0,circulating,fichtlscherer s et al,circ res. 107(5):677-84.,circulating micrornas in patients with coronary artery disease.,2010,"mirna isolation kit (mirneasy kit, qiagen)|quantitative (q)pcr using taqman microrna assay kits (abi)","circulating levels of mir-126, mir-17, mir-92a, and the inflammation-associated mir-155 were significantly reduced in patients with coronary artery disease compared with healthy controls. Likewise, the smooth muscle-enriched mir-145 was significantly reduced. In contrast, cardiac muscle-enriched micrornas (mir-133a, mir-208a) tend to be higher in patients with coronary artery disease."
hsa-miR-92a,coronary artery disease,0,circulating,fichtlscherer s et al,circ res. 107(5):677-84.,circulating micrornas in patients with coronary artery disease.,2010,"mirna isolation kit (mirneasy kit, qiagen)|quantitative (q)pcr using taqman microrna assay kits (abi)","circulating levels of mir-126, mir-17, mir-92a, and the inflammation-associated mir-155 were significantly reduced in patients with coronary artery disease compared with healthy controls. Likewise, the smooth muscle-enriched mir-145 was significantly reduced. In contrast, cardiac muscle-enriched micrornas (mir-133a, mir-208a) tend to be higher in patients with coronary artery disease."
hsa-miR-208b,diastolic dysfunction,1,circulating,corsten mf et al.,circ cardiovasc genet. 3(6):499-506.,circulating microrna-208b and microrna-499 reflect myocardial damage in cardiovascular disease.,2010,"mirvana paris kit (ambion, warrington, united kingdom)|miscript kit (qiagen, venlo, the netherlands)|reverse transcriptase polymerase chain reaction, using br sybr-green supermix for iq (quanta biosciences, amsterdam, the netherlands) in a myiq icycler (bio-rad, veenendal, the netherlands) device using miscript primers sets (qiagen)","micrornas were isolated from plasmas from well-characterized patients with varying degrees of cardiac damage: (1) acute myocardial infarction, (2) viral myocarditis, (3) diastolic dysfunction, and (4) acute heart failure. Plasma levels of selected micrornas, including heart-associated (mir-1, -133a, -208b, and -499), fibrosis-associated (mir-21 and mir-29b), and leukocyte-associated (mir-146, -155, and -223) candidates, were subsequently assessed using real-time polymerase chain reaction. Cardiac damage initiates the detectable release of cardiomyocyte-specific micrornas-208b and -499 into the circulation."
hsa-miR-499,diastolic dysfunction,1,circulating,corsten mf et al.,circ cardiovasc genet. 3(6):499-506.,circulating microrna-208b and microrna-499 reflect myocardial damage in cardiovascular disease.,2010,"mirvana paris kit (ambion, warrington, united kingdom)|miscript kit (qiagen, venlo, the netherlands)|reverse transcriptase polymerase chain reaction, using br sybr-green supermix for iq (quanta biosciences, amsterdam, the netherlands) in a myiq icycler (bio-rad, veenendal, the netherlands) device using miscript primers sets (qiagen)","micrornas were isolated from plasmas from well-characterized patients with varying degrees of cardiac damage: (1) acute myocardial infarction, (2) viral myocarditis, (3) diastolic dysfunction, and (4) acute heart failure. Plasma levels of selected micrornas, including heart-associated (mir-1, -133a, -208b, and -499), fibrosis-associated (mir-21 and mir-29b), and leukocyte-associated (mir-146, -155, and -223) candidates, were subsequently assessed using real-time polymerase chain reaction. Cardiac damage initiates the detectable release of cardiomyocyte-specific micrornas-208b and -499 into the circulation."
hsa-miR-323-3p,ectopic pregnancy (ep),1,circulating,zhao z et al.,clin chem.,circulating microrna mir-323-3p as a biomarker of ectopic pregnancy.,2012,taqman real-time pcr,"the serum concentrations of mirnas mir-323-3p, mir-517a, mir-519d, and mir-525-3p were measured with taqman real-time pcr. Pregnancy-associated mirnas, especially mir-323-3p, added significant diagnostic accuracy to a panel including hcg and progesterone for the diagnosis of ep."
hsa-miR-517a,ectopic pregnancy (ep),0,circulating,zhao z et al.,clin chem.,circulating microrna mir-323-3p as a biomarker of ectopic pregnancy.,2012,taqman real-time pcr,"the serum concentrations of mirnas mir-323-3p, mir-517a, mir-519d, and mir-525-3p were measured with taqman real-time pcr. Pregnancy-associated mirnas, especially mir-323-3p, added significant diagnostic accuracy to a panel including hcg and progesterone for the diagnosis of ep."
hsa-miR-519d,ectopic pregnancy (ep),0,circulating,zhao z et al.,clin chem.,circulating microrna mir-323-3p as a biomarker of ectopic pregnancy.,2012,taqman real-time pcr,"the serum concentrations of mirnas mir-323-3p, mir-517a, mir-519d, and mir-525-3p were measured with taqman real-time pcr. Pregnancy-associated mirnas, especially mir-323-3p, added significant diagnostic accuracy to a panel including hcg and progesterone for the diagnosis of ep."
hsa-miR-525-3p,ectopic pregnancy (ep),0,circulating,zhao z et al.,clin chem.,circulating microrna mir-323-3p as a biomarker of ectopic pregnancy.,2012,taqman real-time pcr,"the serum concentrations of mirnas mir-323-3p, mir-517a, mir-519d, and mir-525-3p were measured with taqman real-time pcr. Pregnancy-associated mirnas, especially mir-323-3p, added significant diagnostic accuracy to a panel including hcg and progesterone for the diagnosis of ep."
hsa-mir-199a,endometriosis,1,circulating,Wang WT et al.,J Clin Endocrinol Metab. 98(1):281-9,Circulating MicroRNAs Identified in a Genome-Wide Serum MicroRNA Expression Analysis as Noninvasive Biomarkers for Endometriosis.,2013,taqman microrna array,"the circulating mirnas mir-199a, mir-122, mir-145*, and mir-542-3p could potentially serve as noninvasive biomarkers for endometriosis. mir-199a may also play an important role in the progression of the disease. this is the first report that circulating mirnas serve as biomarkers of endometriosis."
hsa-miR-122,endometriosis,1,circulating,Wang WT et al.,J Clin Endocrinol Metab. 98(1):281-9,Circulating MicroRNAs Identified in a Genome-Wide Serum MicroRNA Expression Analysis as Noninvasive Biomarkers for Endometriosis.,2013,taqman microrna array,"the circulating mirnas mir-199a, mir-122, mir-145*, and mir-542-3p could potentially serve as noninvasive biomarkers for endometriosis. mir-199a may also play an important role in the progression of the disease. this is the first report that circulating mirnas serve as biomarkers of endometriosis."
hsa-miR-145*,endometriosis,1,circulating,Wang WT et al.,J Clin Endocrinol Metab. 98(1):281-9,Circulating MicroRNAs Identified in a Genome-Wide Serum MicroRNA Expression Analysis as Noninvasive Biomarkers for Endometriosis.,2013,taqman microrna array,"the circulating mirnas mir-199a, mir-122, mir-145*, and mir-542-3p could potentially serve as noninvasive biomarkers for endometriosis. mir-199a may also play an important role in the progression of the disease. this is the first report that circulating mirnas serve as biomarkers of endometriosis."
hsa-miR-542-3p,endometriosis,1,circulating,Wang WT et al.,J Clin Endocrinol Metab. 98(1):281-9,Circulating MicroRNAs Identified in a Genome-Wide Serum MicroRNA Expression Analysis as Noninvasive Biomarkers for Endometriosis.,2013,taqman microrna array,"the circulating mirnas mir-199a, mir-122, mir-145*, and mir-542-3p could potentially serve as noninvasive biomarkers for endometriosis. mir-199a may also play an important role in the progression of the disease. this is the first report that circulating mirnas serve as biomarkers of endometriosis."
hsa-miR-17-5p,endometriosis,1,circulating,Jia SZ et al.,Hum Reprod.,"Plasma miR-17-5p, miR-20a and miR-22 are down-regulated in women with endometriosis.",2012,qrt-pcr,"mir-17-5p, mir-20a and mir-22 were significantly down-regulated in women with endometriosis compared with controls (p = 0.011, 0.0020 and 0.0002, respectively), yielding an area under the receiver operator characteristics curve of 0.74"
hsa-miR-20a,endometriosis,1,circulating,Jia SZ et al.,Hum Reprod.,"Plasma miR-17-5p, miR-20a and miR-22 are down-regulated in women with endometriosis.",2012,qrt-pcr,"mir-17-5p, mir-20a and mir-22 were significantly down-regulated in women with endometriosis compared with controls (p = 0.011, 0.0020 and 0.0002, respectively), yielding an area under the receiver operator characteristics curve of 0.74"
hsa-miR-22,endometriosis,1,circulating,Jia SZ et al.,Hum Reprod.,"Plasma miR-17-5p, miR-20a and miR-22 are down-regulated in women with endometriosis.",2012,qrt-pcr,"mir-17-5p, mir-20a and mir-22 were significantly down-regulated in women with endometriosis compared with controls (p = 0.011, 0.0020 and 0.0002, respectively), yielding an area under the receiver operator characteristics curve of 0.74"
hsa-miR-141*,endometriosis,0,circulating,Wang WT et al.,J Clin Endocrinol Metab. 98(1):281-9,Circulating MicroRNAs Identified in a Genome-Wide Serum MicroRNA Expression Analysis as Noninvasive Biomarkers for Endometriosis.,2013,taqman microrna array,"the circulating mirnas mir-199a, mir-122, mir-145*, and mir-542-3p could potentially serve as noninvasive biomarkers for endometriosis. mir-199a may also play an important role in the progression of the disease. this is the first report that circulating mirnas serve as biomarkers of endometriosis."
hsa-miR-9*,endometriosis,0,circulating,Wang WT et al.,J Clin Endocrinol Metab. 98(1):281-9,Circulating MicroRNAs Identified in a Genome-Wide Serum MicroRNA Expression Analysis as Noninvasive Biomarkers for Endometriosis.,2013,taqman microrna array,"the circulating mirnas mir-199a, mir-122, mir-145*, and mir-542-3p could potentially serve as noninvasive biomarkers for endometriosis. mir-199a may also play an important role in the progression of the disease. this is the first report that circulating mirnas serve as biomarkers of endometriosis."
hsa-miR-15b-5p,endometriosis,0,circulating,Jia SZ et al.,Hum Reprod.,"Plasma miR-17-5p, miR-20a and miR-22 are down-regulated in women with endometriosis.",2012,qrt-pcr,"mir-17-5p, mir-20a and mir-22 were significantly down-regulated in women with endometriosis compared with controls (p = 0.011, 0.0020 and 0.0002, respectively), yielding an area under the receiver operator characteristics curve of 0.74"
hsa-miR-21,endometriosis,0,circulating,Jia SZ et al.,Hum Reprod.,"Plasma miR-17-5p, miR-20a and miR-22 are down-regulated in women with endometriosis.",2012,qrt-pcr,"mir-17-5p, mir-20a and mir-22 were significantly down-regulated in women with endometriosis compared with controls (p = 0.011, 0.0020 and 0.0002, respectively), yielding an area under the receiver operator characteristics curve of 0.74"
hsa-miR-26a,endometriosis,0,circulating,Jia SZ et al.,Hum Reprod.,"Plasma miR-17-5p, miR-20a and miR-22 are down-regulated in women with endometriosis.",2012,qrt-pcr,"mir-17-5p, mir-20a and mir-22 were significantly down-regulated in women with endometriosis compared with controls (p = 0.011, 0.0020 and 0.0002, respectively), yielding an area under the receiver operator characteristics curve of 0.74"
hsa-miR-126,endurance exercise,1,circulating,Uhlemann M et al.,Eur J Prev Cardiol.,Circulating microRNA-126 increases after different forms of endurance exercise in healthy adults.,2012,qrt-pcr,"different endurance exercise protocols lead to damage of the endothelial cell layer as evident by an increase in mirna-126. on the other hand, resistance exercise has no impact on the endothelial cells, but leads to a destruction of muscular cells."
hsa-miR-21,Esophageal cancer,1,circulating,Wang B et al.,J Cancer Res Clin Oncol.,The expression and clinical significance of circulating microRNA-21 in serum of five solid tumors.,2012,"TRIzol LS Reagent (Invitrogen, Carlsbad, CA, SA)|LightCycler  480 Real-Time PCR System (Roche, USA)|FastStart Universal SYBR Green Master (Rox) mix kit (Roche, USA)","miR-21 was significantly overexpressed in human solid cancerous serum relative to normal control, and its sensitivity and specificity were significantlyhigher than the currently used tumor markers. High miR-21 expression was not correlated with gender, age, clinical stage, and lymph node metastasis status."
hsa-let-7e,essential hypertension,0,circulating,li s et al.,circulation. 124(2):175-84.,signature microrna expression profile of essential hypertension and its novel link to human cytomegalovirus infection.,2011,"mircury lna array (version 11.0) system|qrt-pcr mmlv reverse transcriptase (epicenter, madison, wi)|abi prism7500 system (applied biosystems, foster city, ca)",authors report for the first time a circulating mirna profile for hypertensive patients and demonstrate a novel link between hcmv infection and essential hypertension. These findings may reveal important insights into the pathogenesis of essential hypertension.
